id,user_id,reference_code,bill_ids,payment_type,payment_method,amount,status,tenant_note,preferred_date,preferred_time,schedule_confirmed,created_at
1069,202,REF-20230919-2698,2698,full,CASH,86431.00,APPROVED,,,,False,2026-05-14 17:36:58.607033+00:00
1070,194,REF-20230910-2410,2410,full,CASH,81848.85,APPROVED,,,,False,2026-05-14 17:36:58.719284+00:00
1071,183,REF-20230915-2014,2014,full,GCASH,109250.75,APPROVED,,,,False,2026-05-14 17:36:58.829214+00:00
1072,175,REF-20230915-1726,1726,full,GCASH,72871.50,APPROVED,,,,False,2026-05-14 17:36:58.940186+00:00
1073,182,REF-20230910-1978,1978,full,GCASH,82179.55,APPROVED,,,,False,2026-05-14 17:36:59.053300+00:00
1074,190,REF-20230905-2266,2266,full,CASH,102277.39,APPROVED,,,,False,2026-05-14 17:36:59.162998+00:00
1075,200,REF-20230922-2626,2626,full,CASH,77942.45,APPROVED,,,,False,2026-05-14 17:36:59.276163+00:00
1076,201,REF-20230905-2662,2662,full,CASH,128958.73,APPROVED,,,,False,2026-05-14 17:36:59.387354+00:00
1077,176,REF-20230910-1762,1762,full,CASH,68411.70,APPROVED,,,,False,2026-05-14 17:36:59.496079+00:00
1078,208,REF-20231006-2914,2914,full,CASH,95891.15,APPROVED,,,,False,2026-05-14 17:36:59.606284+00:00
1079,178,REF-20230905-1834,1834,full,GCASH,64491.79,APPROVED,,,,False,2026-05-14 17:36:59.715491+00:00
1080,192,REF-20230910-2338,2338,full,CASH,50184.85,APPROVED,,,,False,2026-05-14 17:36:59.826728+00:00
1081,186,REF-20230915-2122,2122,full,CASH,100104.25,APPROVED,,,,False,2026-05-14 17:36:59.947026+00:00
1082,188,REF-20230905-2194,2194,full,CASH,70274.32,APPROVED,,,,False,2026-05-14 17:37:00.057075+00:00
1083,177,REF-20230910-1798,1798,full,GCASH,69464.10,APPROVED,,,,False,2026-05-14 17:37:00.167203+00:00
1084,193,REF-20230910-2374,2374,full,CASH,96953.80,APPROVED,,,,False,2026-05-14 17:37:00.283756+00:00
1085,180,REF-20230912-1906,1906,full,GCASH,49207.50,APPROVED,,,,False,2026-05-14 17:37:00.394160+00:00
1086,203,REF-20230915-2734,2734,full,CASH,63020.30,APPROVED,,,,False,2026-05-14 17:37:00.504604+00:00
1087,211,REF-20230910-3022,3022,full,GCASH,91948.50,APPROVED,,,,False,2026-05-14 17:37:00.616603+00:00
1088,210,REF-20230915-2986,2986,full,CASH,82702.65,APPROVED,,,,False,2026-05-14 17:37:00.727054+00:00
1089,205,REF-20230905-2806,2806,full,GCASH,45776.25,APPROVED,,,,False,2026-05-14 17:37:00.836674+00:00
1090,204,REF-20230915-2770,2770,full,GCASH,57774.55,APPROVED,,,,False,2026-05-14 17:37:00.958248+00:00
1091,182,REF-20231010-1979,1979,full,GCASH,80133.28,APPROVED,,,,False,2026-05-14 17:37:01.067621+00:00
1092,202,REF-20231117-2699,2699,full,GCASH,83222.56,APPROVED,,,,False,2026-05-14 17:37:01.179315+00:00
1093,196,REF-20231010-2483,2483,full,GCASH,47864.43,APPROVED,,,,False,2026-05-14 17:37:01.291567+00:00
1094,189,REF-20231010-2231,2231,full,CASH,44001.90,APPROVED,,,,False,2026-05-14 17:37:01.400181+00:00
1095,175,REF-20231022-1727,1727,full,CASH,69539.70,APPROVED,,,,False,2026-05-14 17:37:01.510325+00:00
1096,208,REF-20231015-2915,2915,full,GCASH,93853.70,APPROVED,,,,False,2026-05-14 17:37:01.620927+00:00
1097,177,REF-20231101-1799,1799,full,CASH,67377.99,APPROVED,,,,False,2026-05-14 17:37:01.734529+00:00
1098,210,REF-20231015-2987,2987,full,GCASH,80114.25,APPROVED,,,,False,2026-05-14 17:37:01.843681+00:00
1099,197,REF-20231024-2519,2519,full,CASH,67936.60,APPROVED,,,,False,2026-05-14 17:37:01.962214+00:00
1100,173,REF-20231010-1655,1655,full,CASH,127390.65,APPROVED,,,,False,2026-05-14 17:37:02.075291+00:00
1101,188,REF-20231005-2195,2195,full,GCASH,69190.69,APPROVED,,,,False,2026-05-14 17:37:02.185583+00:00
1102,207,REF-20231010-2879,2879,full,CASH,63661.16,APPROVED,,,,False,2026-05-14 17:37:02.298675+00:00
1103,178,REF-20231005-1835,1835,full,GCASH,63919.63,APPROVED,,,,False,2026-05-14 17:37:02.408198+00:00
1104,191,REF-20231018-2303,2303,full,GCASH,80850.40,APPROVED,,,,False,2026-05-14 17:37:02.520227+00:00
1105,198,REF-20231010-2555,2555,full,CASH,108959.45,APPROVED,,,,False,2026-05-14 17:37:02.629229+00:00
1106,187,REF-20231005-2159,2159,full,CASH,115377.45,APPROVED,,,,False,2026-05-14 17:37:02.739210+00:00
1107,179,REF-20231010-1871,1871,full,GCASH,114376.58,APPROVED,,,,False,2026-05-14 17:37:02.849585+00:00
1108,174,REF-20231010-1691,1691,full,GCASH,67222.36,APPROVED,,,,False,2026-05-14 17:37:02.960615+00:00
1109,206,REF-20231015-2843,2843,full,CASH,69865.30,APPROVED,,,,False,2026-05-14 17:37:03.069689+00:00
1110,199,REF-20231005-2591,2591,full,CASH,51418.70,APPROVED,,,,False,2026-05-14 17:37:03.182565+00:00
1111,193,REF-20231010-2375,2375,full,GCASH,95289.13,APPROVED,,,,False,2026-05-14 17:37:03.291960+00:00
1112,211,REF-20231010-3023,3023,full,CASH,89338.77,APPROVED,,,,False,2026-05-14 17:37:03.400779+00:00
1113,184,REF-20231015-2051,2051,full,GCASH,84760.90,APPROVED,,,,False,2026-05-14 17:37:03.510817+00:00
1114,180,REF-20231010-1907,1907,full,GCASH,48696.93,APPROVED,,,,False,2026-05-14 17:37:03.620412+00:00
1115,186,REF-20231103-2123,2123,full,CASH,96895.15,APPROVED,,,,False,2026-05-14 17:37:03.730136+00:00
1116,205,REF-20231025-2807,2807,full,GCASH,44564.85,APPROVED,,,,False,2026-05-14 17:37:03.840420+00:00
1117,194,REF-20231010-2411,2411,full,CASH,79620.18,APPROVED,,,,False,2026-05-14 17:37:03.949867+00:00
1118,200,REF-20231015-2627,2627,full,CASH,75449.60,APPROVED,,,,False,2026-05-14 17:37:04.059557+00:00
1119,181,REF-20231025-1943,1943,full,GCASH,46730.19,APPROVED,,,,False,2026-05-14 17:37:04.168550+00:00
1120,185,REF-20231014-2087,2087,full,GCASH,86954.35,APPROVED,,,,False,2026-05-14 17:37:04.277616+00:00
1121,204,REF-20231015-2771,2771,full,GCASH,55834.45,APPROVED,,,,False,2026-05-14 17:37:04.388656+00:00
1122,203,REF-20231015-2735,2735,full,GCASH,62138.45,APPROVED,,,,False,2026-05-14 17:37:04.500687+00:00
1123,183,REF-20231015-2015,2015,full,GCASH,106747.55,APPROVED,,,,False,2026-05-14 17:37:04.610277+00:00
1124,201,REF-20231005-2663,2663,full,CASH,127419.16,APPROVED,,,,False,2026-05-14 17:37:04.719496+00:00
1125,190,REF-20231005-2267,2267,full,GCASH,99645.58,APPROVED,,,,False,2026-05-14 17:37:04.829461+00:00
1126,195,REF-20231015-2447,2447,full,GCASH,103620.65,APPROVED,,,,False,2026-05-14 17:37:04.940900+00:00
