id,lease_id,reading_month,previous_reading,current_reading,consumption,rate_used,computed_amount,is_first_reading,read_by_id
2186,172,2026-01-01,1563.06,1624.97,61.91,45.00,2785.95,False,5
2150,171,2026-01-01,1640.06,1685.38,45.32,45.00,2039.40,False,5
2114,170,2026-01-01,1567.49,1597.49,30.00,45.00,1350.00,False,5
2078,169,2026-01-01,1748.65,1806.37,57.72,45.00,2597.40,False,5
2042,168,2026-01-01,1721.70,1758.57,36.87,45.00,1659.15,False,5
2006,167,2026-01-01,1545.57,1588.33,42.76,45.00,1924.20,False,5
1970,166,2026-01-01,1648.19,1689.01,40.82,45.00,1836.90,False,5
1934,165,2026-01-01,1627.75,1682.27,54.52,45.00,2453.40,False,5
1898,164,2026-01-01,1761.20,1821.87,60.67,45.00,2730.15,False,5
1862,163,2026-01-01,1714.58,1753.34,38.76,45.00,1744.20,False,5
1826,162,2026-01-01,1766.29,1801.16,34.87,45.00,1569.15,False,5
1790,161,2026-01-01,1647.09,1700.29,53.20,45.00,2394.00,False,5
1754,160,2026-01-01,1594.24,1643.54,49.30,45.00,2218.50,False,5
1718,159,2026-01-01,1534.14,1587.87,53.73,45.00,2417.85,False,5
1682,158,2026-01-01,1553.24,1611.37,58.13,45.00,2615.85,False,5
1646,157,2026-01-01,1693.72,1742.41,48.69,45.00,2191.05,False,5
1610,156,2026-01-01,1682.32,1739.51,57.19,45.00,2573.55,False,5
1574,155,2026-01-01,1573.74,1635.48,61.74,45.00,2778.30,False,5
1538,154,2026-01-01,1633.98,1679.95,45.97,45.00,2068.65,False,5
1502,153,2026-01-01,1662.20,1692.20,30.00,45.00,1350.00,False,5
1466,152,2026-01-01,1487.35,1547.26,59.91,45.00,2695.95,False,5
1430,151,2026-01-01,1632.27,1692.03,59.76,45.00,2689.20,False,5
1394,150,2026-01-01,1597.99,1656.35,58.36,45.00,2626.20,False,5
1358,149,2026-01-01,1498.38,1528.38,30.00,45.00,1350.00,False,5
1322,148,2026-01-01,1608.68,1656.46,47.78,45.00,2150.10,False,5
1286,147,2026-01-01,1568.26,1615.22,46.96,45.00,2113.20,False,5
1250,146,2026-01-01,1627.29,1685.27,57.98,45.00,2609.10,False,5
1214,145,2026-01-01,1629.93,1694.79,64.86,45.00,2918.70,False,5
2581,183,2025-12-01,1555.91,1610.07,54.16,45.00,2437.20,False,5
2545,182,2025-12-01,1683.57,1754.84,71.27,45.00,3207.15,False,5
2509,181,2025-12-01,1620.78,1653.49,32.71,45.00,1471.95,False,5
2473,180,2025-12-01,1446.87,1506.23,59.36,45.00,2671.20,False,5
2437,179,2025-12-01,1433.71,1469.48,35.77,45.00,1609.65,False,5
2401,178,2025-12-01,1523.79,1581.67,57.88,45.00,2604.60,False,5
2365,177,2025-12-01,1483.79,1513.79,30.00,45.00,1350.00,False,5
2329,176,2025-12-01,1535.64,1598.74,63.10,45.00,2839.50,False,5
2293,175,2025-12-01,1598.36,1628.36,30.00,45.00,1350.00,False,5
2257,174,2025-12-01,1610.92,1649.61,38.69,45.00,1741.05,False,5
2221,173,2025-12-01,1618.95,1660.59,41.64,45.00,1873.80,False,5
2185,172,2025-12-01,1502.41,1563.06,60.65,45.00,2729.25,False,5
2149,171,2025-12-01,1593.39,1640.06,46.67,45.00,2100.15,False,5
2113,170,2025-12-01,1515.46,1567.49,52.03,45.00,2341.35,False,5
2077,169,2025-12-01,1699.25,1748.65,49.40,45.00,2223.00,False,5
2041,168,2025-12-01,1655.04,1721.70,66.66,45.00,2999.70,False,5
2005,167,2025-12-01,1490.63,1545.57,54.94,45.00,2472.30,False,5
1969,166,2025-12-01,1618.19,1648.19,30.00,45.00,1350.00,False,5
1933,165,2025-12-01,1592.70,1627.75,35.05,45.00,1577.25,False,5
1897,164,2025-12-01,1691.53,1761.20,69.67,45.00,3135.15,False,5
1861,163,2025-12-01,1671.89,1714.58,42.69,45.00,1921.05,False,5
1825,162,2025-12-01,1687.87,1766.29,78.42,45.00,3528.90,False,5
1789,161,2025-12-01,1598.59,1647.09,48.50,45.00,2182.50,False,5
1753,160,2025-12-01,1559.21,1594.24,35.03,45.00,1576.35,False,5
1717,159,2025-12-01,1500.19,1534.14,33.95,45.00,1527.75,False,5
1681,158,2025-12-01,1523.24,1553.24,30.00,45.00,1350.00,False,5
1645,157,2025-12-01,1639.24,1693.72,54.48,45.00,2451.60,False,5
1609,156,2025-12-01,1623.52,1682.32,58.80,45.00,2646.00,False,5
1573,155,2025-12-01,1535.53,1573.74,38.21,45.00,1719.45,False,5
1537,154,2025-12-01,1582.77,1633.98,51.21,45.00,2304.45,False,5
1501,153,2025-12-01,1605.22,1662.20,56.98,45.00,2564.10,False,5
1465,152,2025-12-01,1442.25,1487.35,45.10,45.00,2029.50,False,5
1429,151,2025-12-01,1566.94,1632.27,65.33,45.00,2939.85,False,5
1393,150,2025-12-01,1528.44,1597.99,69.55,45.00,3129.75,False,5
1357,149,2025-12-01,1447.76,1498.38,50.62,45.00,2277.90,False,5
1321,148,2025-12-01,1554.76,1608.68,53.92,45.00,2426.40,False,5
1285,147,2025-12-01,1513.81,1568.26,54.45,45.00,2450.25,False,5
1249,146,2025-12-01,1580.77,1627.29,46.52,45.00,2093.40,False,5
1213,145,2025-12-01,1583.73,1629.93,46.20,45.00,2079.00,False,5
2580,183,2025-11-01,1502.93,1555.91,52.98,45.00,2384.10,False,5
2544,182,2025-11-01,1649.34,1683.57,34.23,45.00,1540.35,False,5
2508,181,2025-11-01,1559.57,1620.78,61.21,45.00,2754.45,False,5
2472,180,2025-11-01,1392.83,1446.87,54.04,45.00,2431.80,False,5
2436,179,2025-11-01,1402.46,1433.71,31.25,45.00,1406.25,False,5
2400,178,2025-11-01,1486.94,1523.79,36.85,45.00,1658.25,False,5
2364,177,2025-11-01,1439.81,1483.79,43.98,45.00,1979.10,False,5
2328,176,2025-11-01,1490.98,1535.64,44.66,45.00,2009.70,False,5
2292,175,2025-11-01,1523.18,1598.36,75.18,45.00,3383.10,False,5
2256,174,2025-11-01,1568.15,1610.92,42.77,45.00,1924.65,False,5
2220,173,2025-11-01,1588.95,1618.95,30.00,45.00,1350.00,False,5
2184,172,2025-11-01,1465.47,1502.41,36.94,45.00,1662.30,False,5
2148,171,2025-11-01,1547.40,1593.39,45.99,45.00,2069.55,False,5
2112,170,2025-11-01,1469.12,1515.46,46.34,45.00,2085.30,False,5
2076,169,2025-11-01,1643.23,1699.25,56.02,45.00,2520.90,False,5
2040,168,2025-11-01,1600.88,1655.04,54.16,45.00,2437.20,False,5
2004,167,2025-11-01,1460.63,1490.63,30.00,45.00,1350.00,False,5
1968,166,2025-11-01,1568.49,1618.19,49.70,45.00,2236.50,False,5
1932,165,2025-11-01,1525.02,1592.70,67.68,45.00,3045.60,False,5
1896,164,2025-11-01,1652.24,1691.53,39.29,45.00,1768.05,False,5
1860,163,2025-11-01,1607.88,1671.89,64.01,45.00,2880.45,False,5
1824,162,2025-11-01,1627.31,1687.87,60.56,45.00,2725.20,False,5
1788,161,2025-11-01,1568.59,1598.59,30.00,45.00,1350.00,False,5
1752,160,2025-11-01,1495.46,1559.21,63.75,45.00,2868.75,False,5
1716,159,2025-11-01,1452.83,1500.19,47.36,45.00,2131.20,False,5
1680,158,2025-11-01,1477.37,1523.24,45.87,45.00,2064.15,False,5
1644,157,2025-11-01,1595.35,1639.24,43.89,45.00,1975.05,False,5
1608,156,2025-11-01,1589.12,1623.52,34.40,45.00,1548.00,False,5
1572,155,2025-11-01,1476.25,1535.53,59.28,45.00,2667.60,False,5
1536,154,2025-11-01,1536.58,1582.77,46.19,45.00,2078.55,False,5
1500,153,2025-11-01,1575.22,1605.22,30.00,45.00,1350.00,False,5
1464,152,2025-11-01,1412.25,1442.25,30.00,45.00,1350.00,False,5
1428,151,2025-11-01,1535.80,1566.94,31.14,45.00,1401.30,False,5
1392,150,2025-11-01,1456.57,1528.44,71.87,45.00,3234.15,False,5
1356,149,2025-11-01,1399.94,1447.76,47.82,45.00,2151.90,False,5
1320,148,2025-11-01,1495.10,1554.76,59.66,45.00,2684.70,False,5
1284,147,2025-11-01,1481.13,1513.81,32.68,45.00,1470.60,False,5
1248,146,2025-11-01,1509.18,1580.77,71.59,45.00,3221.55,False,5
1212,145,2025-11-01,1531.56,1583.73,52.17,45.00,2347.65,False,5
2579,183,2025-10-01,1453.31,1502.93,49.62,45.00,2232.90,False,5
2543,182,2025-10-01,1589.70,1649.34,59.64,45.00,2683.80,False,5
2507,181,2025-10-01,1509.16,1559.57,50.41,45.00,2268.45,False,5
2471,180,2025-10-01,1332.16,1392.83,60.67,45.00,2730.15,False,5
2435,179,2025-10-01,1372.46,1402.46,30.00,45.00,1350.00,False,5
2399,178,2025-10-01,1435.07,1486.94,51.87,45.00,2334.15,False,5
2363,177,2025-10-01,1391.04,1439.81,48.77,45.00,2194.65,False,5
2327,176,2025-10-01,1437.29,1490.98,53.69,45.00,2416.05,False,5
2291,175,2025-10-01,1472.17,1523.18,51.01,45.00,2295.45,False,5
2255,174,2025-10-01,1523.15,1568.15,45.00,45.00,2025.00,False,5
2219,173,2025-10-01,1512.37,1588.95,76.58,45.00,3446.10,False,5
2183,172,2025-10-01,1435.47,1465.47,30.00,45.00,1350.00,False,5
2147,171,2025-10-01,1500.37,1547.40,47.03,45.00,2116.35,False,5
2111,170,2025-10-01,1409.60,1469.12,59.52,45.00,2678.40,False,5
2075,169,2025-10-01,1608.70,1643.23,34.53,45.00,1553.85,False,5
2039,168,2025-10-01,1535.53,1600.88,65.35,45.00,2940.75,False,5
2003,167,2025-10-01,1397.66,1460.63,62.97,45.00,2833.65,False,5
1967,166,2025-10-01,1521.95,1568.49,46.54,45.00,2094.30,False,5
1931,165,2025-10-01,1471.74,1525.02,53.28,45.00,2397.60,False,5
1895,164,2025-10-01,1595.40,1652.24,56.84,45.00,2557.80,False,5
1859,163,2025-10-01,1539.66,1607.88,68.22,45.00,3069.90,False,5
1823,162,2025-10-01,1564.94,1627.31,62.37,45.00,2806.65,False,5
1787,161,2025-10-01,1510.59,1568.59,58.00,45.00,2610.00,False,5
1751,160,2025-10-01,1445.60,1495.46,49.86,45.00,2243.70,False,5
1715,159,2025-10-01,1411.28,1452.83,41.55,45.00,1869.75,False,5
1679,158,2025-10-01,1419.83,1477.37,57.54,45.00,2589.30,False,5
1643,157,2025-10-01,1529.50,1595.35,65.85,45.00,2963.25,False,5
1607,156,2025-10-01,1523.14,1589.12,65.98,45.00,2969.10,False,5
1571,155,2025-10-01,1404.15,1476.25,72.10,45.00,3244.50,False,5
1535,154,2025-10-01,1482.96,1536.58,53.62,45.00,2412.90,False,5
1499,153,2025-10-01,1528.32,1575.22,46.90,45.00,2110.50,False,5
1463,152,2025-10-01,1371.33,1412.25,40.92,45.00,1841.40,False,5
1427,151,2025-10-01,1496.19,1535.80,39.61,45.00,1782.45,False,5
1391,150,2025-10-01,1386.05,1456.57,70.52,45.00,3173.40,False,5
1355,149,2025-10-01,1363.41,1399.94,36.53,45.00,1643.85,False,5
1319,148,2025-10-01,1446.90,1495.10,48.20,45.00,2169.00,False,5
1283,147,2025-10-01,1445.54,1481.13,35.59,45.00,1601.55,False,5
1247,146,2025-10-01,1456.72,1509.18,52.46,45.00,2360.70,False,5
1211,145,2025-10-01,1487.00,1531.56,44.56,45.00,2005.20,False,5
2578,183,2025-09-01,1423.31,1453.31,30.00,45.00,1350.00,False,5
2542,182,2025-09-01,1524.46,1589.70,65.24,45.00,2935.80,False,5
2506,181,2025-09-01,1424.16,1509.16,85.00,45.00,3825.00,False,5
2470,180,2025-09-01,1284.79,1332.16,47.37,45.00,2131.65,False,5
2434,179,2025-09-01,1340.20,1372.46,32.26,45.00,1451.70,False,5
2398,178,2025-09-01,1363.08,1435.07,71.99,45.00,3239.55,False,5
2362,177,2025-09-01,1338.56,1391.04,52.48,45.00,2361.60,False,5
2326,176,2025-09-01,1397.99,1437.29,39.30,45.00,1768.50,False,5
2290,175,2025-09-01,1413.62,1472.17,58.55,45.00,2634.75,False,5
2254,174,2025-09-01,1468.92,1523.15,54.23,45.00,2440.35,False,5
2218,173,2025-09-01,1469.01,1512.37,43.36,45.00,1951.20,False,5
2182,172,2025-09-01,1370.73,1435.47,64.74,45.00,2913.30,False,5
2146,171,2025-09-01,1462.29,1500.37,38.08,45.00,1713.60,False,5
2110,170,2025-09-01,1353.95,1409.60,55.65,45.00,2504.25,False,5
2074,169,2025-09-01,1549.98,1608.70,58.72,45.00,2642.40,False,5
2038,168,2025-09-01,1486.44,1535.53,49.09,45.00,2209.05,False,5
2002,167,2025-09-01,1349.90,1397.66,47.76,45.00,2149.20,False,5
1966,166,2025-09-01,1481.74,1521.95,40.21,45.00,1809.45,False,5
1930,165,2025-09-01,1411.05,1471.74,60.69,45.00,2731.05,False,5
1894,164,2025-09-01,1527.66,1595.40,67.74,45.00,3048.30,False,5
1858,163,2025-09-01,1497.79,1539.66,41.87,45.00,1884.15,False,5
1822,162,2025-09-01,1513.26,1564.94,51.68,45.00,2325.60,False,5
1786,161,2025-09-01,1448.42,1510.59,62.17,45.00,2797.65,False,5
1750,160,2025-09-01,1408.04,1445.60,37.56,45.00,1690.20,False,5
1714,159,2025-09-01,1371.98,1411.28,39.30,45.00,1768.50,False,5
1678,158,2025-09-01,1379.20,1419.83,40.63,45.00,1828.35,False,5
1642,157,2025-09-01,1488.40,1529.50,41.10,45.00,1849.50,False,5
1606,156,2025-09-01,1450.96,1523.14,72.18,45.00,3248.10,False,5
1570,155,2025-09-01,1373.20,1404.15,30.95,45.00,1392.75,False,5
1534,154,2025-09-01,1439.40,1482.96,43.56,45.00,1960.20,False,5
1498,153,2025-09-01,1459.47,1528.32,68.85,45.00,3098.25,False,5
1462,152,2025-09-01,1320.01,1371.33,51.32,45.00,2309.40,False,5
1426,151,2025-09-01,1437.29,1496.19,58.90,45.00,2650.50,False,5
1390,150,2025-09-01,1342.48,1386.05,43.57,45.00,1960.65,False,5
1354,149,2025-09-01,1322.89,1363.41,40.52,45.00,1823.40,False,5
1318,148,2025-09-01,1398.18,1446.90,48.72,45.00,2192.40,False,5
1282,147,2025-09-01,1398.66,1445.54,46.88,45.00,2109.60,False,5
1246,146,2025-09-01,1421.50,1456.72,35.22,45.00,1584.90,False,5
1210,145,2025-09-01,1423.62,1487.00,63.38,45.00,2852.10,False,5
2577,183,2025-08-01,1357.59,1423.31,65.72,45.00,2957.40,False,5
2541,182,2025-08-01,1467.98,1524.46,56.48,45.00,2541.60,False,5
2505,181,2025-08-01,1366.70,1424.16,57.46,45.00,2585.70,False,5
2469,180,2025-08-01,1237.63,1284.79,47.16,45.00,2122.20,False,5
2433,179,2025-08-01,1308.35,1340.20,31.85,45.00,1433.25,False,5
2397,178,2025-08-01,1305.18,1363.08,57.90,45.00,2605.50,False,5
2361,177,2025-08-01,1307.78,1338.56,30.78,45.00,1385.10,False,5
2325,176,2025-08-01,1350.91,1397.99,47.08,45.00,2118.60,False,5
2289,175,2025-08-01,1383.26,1413.62,30.36,45.00,1366.20,False,5
2253,174,2025-08-01,1415.38,1468.92,53.54,45.00,2409.30,False,5
2217,173,2025-08-01,1405.49,1469.01,63.52,45.00,2858.40,False,5
2181,172,2025-08-01,1330.06,1370.73,40.67,45.00,1830.15,False,5
2145,171,2025-08-01,1392.68,1462.29,69.61,45.00,3132.45,False,5
2109,170,2025-08-01,1311.64,1353.95,42.31,45.00,1903.95,False,5
2073,169,2025-08-01,1490.23,1549.98,59.75,45.00,2688.75,False,5
2037,168,2025-08-01,1413.47,1486.44,72.97,45.00,3283.65,False,5
2001,167,2025-08-01,1271.13,1349.90,78.77,45.00,3544.65,False,5
1965,166,2025-08-01,1443.79,1481.74,37.95,45.00,1707.75,False,5
1929,165,2025-08-01,1376.50,1411.05,34.55,45.00,1554.75,False,5
1893,164,2025-08-01,1463.60,1527.66,64.06,45.00,2882.70,False,5
1857,163,2025-08-01,1463.07,1497.79,34.72,45.00,1562.40,False,5
1821,162,2025-08-01,1471.34,1513.26,41.92,45.00,1886.40,False,5
1785,161,2025-08-01,1406.14,1448.42,42.28,45.00,1902.60,False,5
1749,160,2025-08-01,1353.92,1408.04,54.12,45.00,2435.40,False,5
1713,159,2025-08-01,1309.20,1371.98,62.78,45.00,2825.10,False,5
1677,158,2025-08-01,1343.23,1379.20,35.97,45.00,1618.65,False,5
1641,157,2025-08-01,1431.29,1488.40,57.11,45.00,2569.95,False,5
1605,156,2025-08-01,1395.89,1450.96,55.07,45.00,2478.15,False,5
1569,155,2025-08-01,1324.66,1373.20,48.54,45.00,2184.30,False,5
1533,154,2025-08-01,1401.12,1439.40,38.28,45.00,1722.60,False,5
1497,153,2025-08-01,1405.94,1459.47,53.53,45.00,2408.85,False,5
1461,152,2025-08-01,1268.06,1320.01,51.95,45.00,2337.75,False,5
1425,151,2025-08-01,1389.96,1437.29,47.33,45.00,2129.85,False,5
1389,150,2025-08-01,1278.39,1342.48,64.09,45.00,2884.05,False,5
1353,149,2025-08-01,1277.31,1322.89,45.58,45.00,2051.10,False,5
1317,148,2025-08-01,1334.94,1398.18,63.24,45.00,2845.80,False,5
1281,147,2025-08-01,1368.66,1398.66,30.00,45.00,1350.00,False,5
1245,146,2025-08-01,1365.12,1421.50,56.38,45.00,2537.10,False,5
1209,145,2025-08-01,1380.03,1423.62,43.59,45.00,1961.55,False,5
2576,183,2025-07-01,1295.84,1357.59,61.75,45.00,2778.75,False,5
2540,182,2025-07-01,1404.05,1467.98,63.93,45.00,2876.85,False,5
2504,181,2025-07-01,1325.06,1366.70,41.64,45.00,1873.80,False,5
2468,180,2025-07-01,1175.70,1237.63,61.93,45.00,2786.85,False,5
2432,179,2025-07-01,1275.58,1308.35,32.77,45.00,1474.65,False,5
